file,voice_ratio
ch1_6295-244435-0003.gzip,0.7029703259468079
ch1_5895-34629-0030.gzip,0.5441640615463257
ch1_5338-24640-0003.gzip,0.4862842857837677
ch1_1673-143396-0016.gzip,0.7142857313156128
ch1_6345-93306-0012.gzip,0.48750001192092896
ch1_6313-66129-0008.gzip,0.47151899337768555
ch1_174-50561-0002.gzip,0.11194030195474625
ch1_3536-8226-0013.gzip,0.3519552946090698
ch1_6295-244435-0015.gzip,0.6258992552757263
ch1_2803-161169-0007.gzip,0.3513853847980499
ch1_3752-4944-0047.gzip,0.6942528486251831
ch1_422-122949-0013.gzip,0.7617647051811218
ch1_5536-43358-0012.gzip,0.7298578023910522
ch1_2277-149897-0034.gzip,0.574440062046051
ch1_84-121550-0023.gzip,0.7555555701255798
ch1_2035-152373-0015.gzip,0.5574387907981873
ch1_2277-149896-0001.gzip,0.6591928005218506
ch1_1272-141231-0001.gzip,0.7328431606292725
ch1_251-136532-0011.gzip,0.7134724855422974
ch1_7976-110523-0008.gzip,0.5468164682388306
ch1_5536-43358-0015.gzip,0.524193525314331
ch1_2277-149874-0013.gzip,0.6395938992500305
ch1_1462-170138-0022.gzip,0.6632124185562134
ch1_1988-24833-0024.gzip,0.4586666524410248
ch1_5895-34629-0002.gzip,0.4734693765640259
ch1_5694-64025-0014.gzip,0.7520161271095276
ch1_3000-15664-0038.gzip,0.6724137663841248
ch1_2803-154328-0020.gzip,0.6329113841056824
ch1_1988-148538-0003.gzip,0.4080459773540497
ch1_2086-149220-0025.gzip,0.4781250059604645
ch1_6345-64257-0013.gzip,0.6564885377883911
ch1_174-168635-0022.gzip,0.47777777910232544
ch1_2277-149896-0008.gzip,0.6859122514724731
ch1_5536-43358-0004.gzip,0.6318681240081787
ch1_2078-142845-0043.gzip,0.6928353905677795
ch1_2078-142845-0036.gzip,0.5991379022598267
ch1_8297-275154-0002.gzip,0.651888370513916
ch1_8297-275154-0005.gzip,0.5375722646713257
ch1_1462-170142-0039.gzip,0.6870748400688171
ch1_2428-83699-0037.gzip,0.4285714328289032
ch1_251-118436-0015.gzip,0.726190447807312
ch1_6295-64301-0020.gzip,0.5929918885231018
ch1_6295-244435-0002.gzip,0.721784770488739
ch1_2277-149897-0017.gzip,0.5394737124443054
ch1_2078-142845-0041.gzip,0.5
ch1_174-168635-0002.gzip,0.5136225819587708
ch1_2428-83705-0001.gzip,0.6229507923126221
ch1_2277-149874-0007.gzip,0.5839415788650513
ch1_7976-110523-0000.gzip,0.598317563533783
ch1_6241-61946-0020.gzip,0.6492637395858765
ch1_8842-302203-0010.gzip,0.4682981073856354
ch1_5338-24615-0009.gzip,0.4830188751220703
ch1_1988-147956-0017.gzip,0.6844783425331116
ch1_6313-66129-0028.gzip,0.3472222089767456
ch1_1919-142785-0031.gzip,0.695652186870575
ch1_2277-149896-0013.gzip,0.5052631497383118
ch1_1988-24833-0008.gzip,0.4285714328289032
ch1_5895-34622-0017.gzip,0.4885496199131012
ch1_7976-110124-0024.gzip,0.6632652878761292
ch1_1919-142785-0043.gzip,0.6357465982437134
ch1_84-121123-0026.gzip,0.7347875833511353
ch1_652-130726-0012.gzip,0.7127071619033813
ch1_2803-161169-0004.gzip,0.4037089943885803
ch1_3853-163249-0031.gzip,0.8947368264198303
ch1_6319-57405-0001.gzip,0.6861198544502258
ch1_7850-111771-0000.gzip,0.6038135886192322
ch1_1988-147956-0013.gzip,0.4888888895511627
ch1_1919-142785-0012.gzip,0.5430266857147217
ch1_652-130726-0019.gzip,0.7664042115211487
ch1_2803-154328-0010.gzip,0.4722222089767456
ch1_2035-152373-0006.gzip,0.46777546405792236
ch1_1272-135031-0021.gzip,0.6913580298423767
ch1_3536-8226-0005.gzip,0.3659180998802185
ch1_3752-4944-0005.gzip,0.5099337697029114
ch1_251-118436-0003.gzip,0.8212209343910217
ch1_2803-161169-0017.gzip,0.35600000619888306
ch1_5694-64025-0009.gzip,0.7211155295372009
ch1_2428-83699-0006.gzip,0.6619718074798584
ch1_5694-64029-0026.gzip,0.6710963249206543
ch1_6345-93306-0024.gzip,0.5623931884765625
ch1_3752-4944-0063.gzip,0.565891444683075
ch1_2035-152373-0014.gzip,0.5446622967720032
ch1_6241-66616-0024.gzip,0.6230769157409668
ch1_6295-244435-0024.gzip,0.7748091816902161
ch1_652-129742-0014.gzip,0.642276406288147
ch1_6241-66616-0022.gzip,0.6573604345321655
ch1_6241-61946-0023.gzip,0.6934306621551514
ch1_2277-149897-0026.gzip,0.6494117379188538
ch1_3853-163249-0029.gzip,0.869918704032898
ch1_1272-141231-0031.gzip,0.5923423171043396
ch1_6313-66125-0014.gzip,0.35593220591545105
ch1_6345-64257-0017.gzip,0.6306818127632141
ch1_6313-76958-0003.gzip,0.42702701687812805
ch1_251-136532-0004.gzip,0.6875403523445129
ch1_2803-154328-0017.gzip,0.5818965435028076
ch1_1673-143397-0011.gzip,0.6211950182914734
ch1_7976-110523-0018.gzip,0.6078431606292725
ch1_2412-153947-0003.gzip,0.34343433380126953
ch1_2277-149896-0033.gzip,0.4858756959438324
ch1_3170-137482-0037.gzip,0.6759776473045349
ch1_2277-149874-0011.gzip,0.4220779240131378
ch1_3752-4944-0061.gzip,0.6645161509513855
ch1_1673-143397-0012.gzip,0.5849056839942932
ch1_2277-149874-0020.gzip,0.7006507515907288
ch1_84-121550-0005.gzip,0.689338207244873
ch1_174-84280-0005.gzip,0.5836431384086609
ch1_2035-147961-0037.gzip,0.5331125855445862
ch1_8842-302203-0004.gzip,0.4920245409011841
ch1_6313-66125-0008.gzip,0.37857142090797424
ch1_1673-143397-0018.gzip,0.6804511547088623
ch1_1673-143397-0005.gzip,0.716828465461731
ch1_2803-161169-0001.gzip,0.4013490676879883
ch1_2428-83699-0026.gzip,0.4183673560619354
ch1_1272-135031-0003.gzip,0.680134654045105
ch1_251-137823-0023.gzip,0.5862069129943848
ch1_422-122949-0002.gzip,0.6810035705566406
ch1_6241-61943-0027.gzip,0.5672042965888977
ch1_8297-275154-0024.gzip,0.44541484117507935
ch1_3752-4944-0004.gzip,0.6357616186141968
ch1_1919-142785-0028.gzip,0.6335403919219971
ch1_6319-64726-0013.gzip,0.5564681887626648
ch1_6241-61946-0003.gzip,0.5635673403739929
ch1_2277-149896-0020.gzip,0.6151515245437622
ch1_652-130726-0024.gzip,0.6805970072746277
ch1_6319-64726-0018.gzip,0.43700340390205383
ch1_6313-66125-0020.gzip,0.6075268983840942
ch1_777-126732-0049.gzip,0.26428571343421936
ch1_8842-304647-0004.gzip,0.5504732131958008
ch1_5694-64029-0008.gzip,0.6276595592498779
ch1_3752-4944-0030.gzip,0.6700000166893005
ch1_251-136532-0018.gzip,0.6689976453781128
ch1_6295-64301-0014.gzip,0.35789474844932556
